file_name,cluster,n_origin_chr,origin_chr,n_path_karsim,n_path_omkar,total_alignment_cost,alignment_costs,event_chr,n_path_diff,approximated_distance,n_approximated_edges,karsim_missed_transition,omkar_missed_transition,SV_missed,CNV_missed,log10_CNV_missed,n_dummies,n_leftover_dummies,n_seg_changed,n_leftover_segchange
23X_Cri_du_Chat_r1,19,1,['Chr22'],2,2,5760,"[2880, 2880]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,0,0,0,5760,3.760422483423212,0,0,0,0
23X_Cri_du_Chat_r1,2,1,['Chr5'],1,2,482396,"[89984, 392412]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",1,0,0,0,2,2,3729427,6.571642110668145,2,0,0,0
23X_Cri_du_Chat_r1,20,1,['ChrX'],2,2,10564,"[5282, 5282]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,0,0,0,10564,4.023828392534886,0,0,0,0
23X_Cri_du_Chat_r1,3,1,['Chr6'],2,2,21062,"[14981, 6081]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,2,2,4,21058,4.32341712135042,0,0,0,0
23X_Cri_du_Chat_r1,4,1,['Chr7'],2,2,51983,"[38372, 13611]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,258976,2,0,0,0,261930,5.418185242939565,1,0,0,0
23X_Cri_du_Chat_r1,5,1,['Chr8'],2,2,5020,"[2510, 2510]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,0,0,0,5020,3.7007037171450192,0,0,0,0
23X_Cri_du_Chat_r1,6,3,"['Chr3', 'Chr4', 'Chr9']",6,6,792411093,"[109270767, 265505767, 27364498, 241558829, 139196416, 9514816]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,222760,17,5,5,10,38624709,7.586865220454372,6,3,0,0
23X_Cri_du_Chat_r1,7,1,['Chr10'],2,2,4310,"[2155, 2155]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,0,0,0,4310,3.6344772701607315,0,0,0,0
23X_Cri_du_Chat_r1,8,1,['Chr11'],2,2,14112,"[7056, 7056]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,0,0,0,14112,4.149588567787744,0,0,0,0
23X_Cri_du_Chat_r1,9,1,['Chr12'],2,2,2696,"[1348, 1348]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",0,0,0,0,0,0,2696,3.4307198878632823,0,0,0,0
23X_Cri_du_Chat_r2,0,1,['Chr1'],2,2,199144,"[177674, 21470]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,144828,2,2,2,4,171286,5.2337218675118145,0,0,0,0
23X_Cri_du_Chat_r2,1,1,['Chr2'],2,2,4342,"[2171, 2171]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,0,0,0,4342,3.637689819118401,0,0,0,0
23X_Cri_du_Chat_r2,10,1,['Chr12'],2,2,2696,"[1348, 1348]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,0,0,0,2696,3.4307198878632823,0,0,0,0
23X_Cri_du_Chat_r2,11,1,['Chr13'],2,2,4450,"[2225, 2225]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,0,0,0,4450,3.6483600109809315,0,0,0,0
23X_Cri_du_Chat_r2,12,1,['Chr14'],2,2,20870,"[10435, 10435]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,0,0,0,20870,4.319522449065454,0,0,0,0
23X_Cri_du_Chat_r2,13,1,['Chr15'],2,2,163900349,"[163875138, 25211]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,661942,2,0,0,0,163859279,8.214471039581046,1,0,0,0
23X_Cri_du_Chat_r2,14,1,['Chr16'],2,2,7186,"[3593, 3593]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,0,0,0,7186,3.8564872128686307,0,0,0,0
23X_Cri_du_Chat_r2,15,1,['Chr17'],2,2,2096,"[1048, 1048]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,0,0,0,2096,3.321391278311689,0,0,0,0
23X_Cri_du_Chat_r2,16,1,['Chr18'],2,2,110227,"[59325, 50902]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,101334,3,0,0,0,132894,5.123505373525771,1,0,0,0
23X_Cri_du_Chat_r2,17,1,['Chr19'],2,2,3800,"[1900, 1900]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,0,0,0,3800,3.57978359661681,0,0,0,0
23X_Cri_du_Chat_r2,18,1,['Chr20'],2,2,896,"[448, 448]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,0,0,0,896,2.9523080096621253,0,0,0,0
23X_Cri_du_Chat_r2,19,1,['Chr21'],2,2,5504,"[2752, 2752]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,0,0,0,5504,3.740678425227455,0,0,0,0
23X_Cri_du_Chat_r2,2,1,['Chr3'],2,2,472595,"[424265, 48330]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,547685,4,0,0,0,563451,5.750856154002528,1,0,0,0
23X_Cri_du_Chat_r2,20,1,['Chr22'],2,2,5760,"[2880, 2880]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,0,0,0,5760,3.760422483423212,0,0,0,0
23X_Cri_du_Chat_r2,21,1,['ChrX'],2,2,10564,"[5282, 5282]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,0,0,0,10564,4.023828392534886,0,0,0,0
23X_Cri_du_Chat_r2,3,1,['Chr4'],2,2,3980,"[1990, 1990]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,0,0,0,3980,3.5998830720736876,0,0,0,0
23X_Cri_du_Chat_r2,4,1,['Chr5'],2,2,859695,"[799983, 59712]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,761243,4,0,0,0,772333,5.8878045916319985,1,0,0,0
23X_Cri_du_Chat_r2,5,1,['Chr6'],2,2,13076,"[6995, 6081]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,2,2,4,13072,4.11634203918834,0,0,0,0
23X_Cri_du_Chat_r2,6,1,['Chr7'],2,2,243111,"[223606, 19505]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,187708,3,1,1,2,209263,5.32069244708534,1,0,0,0
23X_Cri_du_Chat_r2,7,1,['Chr8'],2,2,5020,"[2510, 2510]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,0,0,0,0,0,5020,3.7007037171450192,0,0,0,0
23X_Cri_du_Chat_r2,8,1,['Chr9'],2,2,366012,"[343696, 22316]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",0,321380,2,0,0,0,331020,5.519854234341383,1,0,0,0
23X_Cri_du_Chat_r2,9,2,"['Chr10', 'Chr11']",5,4,561934814,"[126999146, 300870288, 1214889, 132843435, 7056]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr10', 'Chr10', 'Chr11', 'Chr15', 'Chr18']",-1,288948,21,4,12,16,260090737,8.41512488529306,4,1,0,0
23X_Early_onset_Alzheimer_r1,0,1,['Chr1'],2,2,153980,"[117666, 36314]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,89834,2,0,0,0,104920,5.020858281918316,0,0,0,0
23X_Early_onset_Alzheimer_r1,1,1,['Chr3'],2,2,152643,"[102299, 50344]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,23081,3,3,3,6,94235,4.974212234891919,0,0,0,0
23X_Early_onset_Alzheimer_r1,10,1,['Chr15'],2,2,9358,"[4679, 4679]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,0,0,0,0,0,9358,3.9711830408561615,0,0,0,0
23X_Early_onset_Alzheimer_r1,11,1,['Chr16'],2,2,7186,"[3593, 3593]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,0,0,0,0,0,7186,3.8564872128686307,0,0,0,0
23X_Early_onset_Alzheimer_r1,12,1,['Chr17'],2,2,2096,"[1048, 1048]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,0,0,0,0,0,2096,3.321391278311689,0,0,0,0
23X_Early_onset_Alzheimer_r1,13,3,"['Chr8', 'Chr14', 'Chr18']",6,6,260755637,"[94435800, 17851, 1712290, 129453734, 1684580, 33451382]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,134329,17,1,1,2,120609,5.081379716630826,2,0,0,0
23X_Early_onset_Alzheimer_r1,14,2,"['Chr7', 'Chr19']",4,4,44559992,"[22764118, 988, 21792986, 1900]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,5990,4,3,3,6,19122,4.281533313857376,1,0,0,0
23X_Early_onset_Alzheimer_r1,15,1,['Chr20'],2,2,896,"[448, 448]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,0,0,0,0,0,896,2.9523080096621253,0,0,0,0
23X_Early_onset_Alzheimer_r1,16,1,['Chr21'],2,2,296084,"[293332, 2752]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,290578,1,0,0,0,296084,5.471414939306027,0,0,0,0
23X_Early_onset_Alzheimer_r1,17,1,['Chr22'],2,2,5760,"[2880, 2880]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,0,0,0,0,0,5760,3.760422483423212,0,0,0,0
23X_Early_onset_Alzheimer_r1,18,1,['ChrX'],2,2,10564,"[5282, 5282]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,0,0,0,0,0,10564,4.023828392534886,0,0,0,0
23X_Early_onset_Alzheimer_r1,2,1,['Chr4'],2,2,3980,"[1990, 1990]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,0,0,0,0,0,3980,3.5998830720736876,0,0,0,0
23X_Early_onset_Alzheimer_r1,3,1,['Chr5'],2,2,604523,"[598979, 5544]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,0,0,1,0,1,604523,5.781412828907398,0,0,0,0
23X_Early_onset_Alzheimer_r1,4,1,['Chr6'],2,2,12162,"[6081, 6081]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,0,0,0,0,0,12162,4.085004999076652,0,0,0,0
23X_Early_onset_Alzheimer_r1,5,1,['Chr9'],2,2,504,"[252, 252]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,0,0,0,0,0,504,2.7024305364455254,0,0,0,0
23X_Early_onset_Alzheimer_r1,6,2,"['Chr2', 'Chr10']",4,4,2334273,"[2253042, 2171, 57177, 21883]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,36930,6,3,1,4,1645875,6.216396848572692,1,0,0,0
23X_Early_onset_Alzheimer_r1,7,1,['Chr11'],2,2,21224,"[14168, 7056]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,0,0,2,2,4,21220,4.326745379565322,0,0,0,0
23X_Early_onset_Alzheimer_r1,8,1,['Chr12'],2,2,627577,"[590663, 36914]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,553749,4,0,0,0,565585,5.752497882925312,1,0,0,0
23X_Early_onset_Alzheimer_r1,9,1,['Chr13'],2,2,4450,"[2225, 2225]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr7', 'Chr8', 'Chr10', 'Chr11', 'Chr12', 'Chr14', 'Chr18', 'Chr19', 'Chr21']",0,0,0,0,0,0,4450,3.6483600109809315,0,0,0,0
23X_STS_r1,0,1,['Chr4'],2,2,3980,"[1990, 1990]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,0,0,0,3980,3.5998830720736876,0,0,0,0
23X_STS_r1,1,1,['Chr5'],2,2,11088,"[5544, 5544]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,0,0,0,11088,4.044853217267732,0,0,0,0
23X_STS_r1,10,1,['Chr14'],2,2,20870,"[10435, 10435]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,0,0,0,20870,4.319522449065454,0,0,0,0
23X_STS_r1,11,1,['Chr15'],2,2,179365108,"[7465587, 171899521]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,1,1,2,179098042,8.253090837924722,1,0,0,0
23X_STS_r1,12,1,['Chr16'],2,2,76806137,"[75718367, 1087770]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,1,1,2,76806131,7.885395888692882,1,0,0,0
23X_STS_r1,13,1,['Chr17'],2,2,2096,"[1048, 1048]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,0,0,0,2096,3.321391278311689,0,0,0,0
23X_STS_r1,14,2,"['Chr3', 'Chr18']",4,4,52982094,"[52954790, 27304]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,127316,10,0,0,0,146956,5.167187322383424,1,0,0,0
23X_STS_r1,15,1,['Chr19'],2,2,52935090,"[11883, 52923207]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,0,0,0,3800,3.57978359661681,0,0,0,0
23X_STS_r1,16,1,['Chr20'],2,2,3800,"[1900, 1900]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,0,0,0,896,2.9523080096621253,0,0,0,0
23X_STS_r1,17,1,['Chr21'],2,2,896,"[448, 448]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,0,0,0,5504,3.740678425227455,0,0,0,0
23X_STS_r1,18,1,['Chr22'],2,2,5504,"[2752, 2752]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,0,0,0,5760,3.760422483423212,0,0,0,0
23X_STS_r1,19,1,['ChrX'],2,2,5760,"[2880, 2880]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,68187,2,0,0,0,81863,4.913087656013774,0,0,0,0
23X_STS_r1,2,1,['Chr6'],2,2,12162,"[6081, 6081]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,0,0,0,12162,4.085004999076652,0,0,0,0
23X_STS_r1,3,1,['Chr7'],2,2,17457776,"[17409325, 48451]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,3,1,4,17457772,7.241988817270627,1,1,0,0
23X_STS_r1,4,1,['Chr8'],2,2,5020,"[2510, 2510]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,0,0,0,5020,3.7007037171450192,0,0,0,0
23X_STS_r1,5,1,['Chr9'],2,2,172664,"[145957, 26707]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,111125,5,2,2,4,121680,5.085219201044942,1,0,0,0
23X_STS_r1,6,1,['Chr10'],2,2,4310,"[2155, 2155]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,0,0,0,4310,3.6344772701607315,0,0,0,0
23X_STS_r1,7,2,"['Chr2', 'Chr11']",4,4,19245664,"[33705, 29337, 9740925, 9441697]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,309930,11,2,2,4,356650,5.552242228356702,1,0,0,0
23X_STS_r1,8,2,"['Chr1', 'Chr12']",4,4,17707881,"[7404345, 72926, 10175819, 54791]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,780672,10,5,4,9,770616126,8.886838092867402,3,0,1,1
23X_STS_r1,9,1,['Chr13'],2,2,4450,"[2225, 2225]","['Chr1', 'Chr2', 'Chr3', 'Chr7', 'Chr9', 'Chr11', 'Chr12', 'Chr15', 'Chr16', 'Chr18', 'ChrX']",0,0,0,0,0,0,4450,3.6483600109809315,0,0,0,0
23X_STS_r2,0,1,['Chr1'],2,2,20238,"[17150, 3088]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,0,0,2,2,4,20234,4.306081745657977,0,0,0,0
23X_STS_r2,1,1,['Chr3'],2,2,32264,"[27302, 4962]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,22340,8,0,0,0,9924,3.9966867556001713,0,0,0,0
23X_STS_r2,10,1,['Chr14'],2,2,20870,"[10435, 10435]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,0,0,0,0,0,20870,4.319522449065454,0,0,0,0
23X_STS_r2,11,1,['Chr15'],2,2,9358,"[4679, 4679]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,0,0,0,0,0,9358,3.9711830408561615,0,0,0,0
23X_STS_r2,12,1,['Chr16'],2,2,7186,"[3593, 3593]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,0,0,0,0,0,7186,3.8564872128686307,0,0,0,0
23X_STS_r2,13,1,['Chr17'],2,2,2096,"[1048, 1048]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,0,0,0,0,0,2096,3.321391278311689,0,0,0,0
23X_STS_r2,14,1,['Chr18'],2,2,13820,"[6910, 6910]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,0,0,0,0,0,13820,4.14050804303818,0,0,0,0
23X_STS_r2,15,1,['Chr19'],2,2,3800,"[1900, 1900]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,0,0,0,0,0,3800,3.57978359661681,0,0,0,0
23X_STS_r2,16,1,['Chr20'],2,2,293003,"[263857, 29146]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,234711,2,0,0,0,255923,5.408109318025603,0,0,0,0
23X_STS_r2,17,1,['Chr21'],2,2,5504,"[2752, 2752]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,0,0,0,0,0,5504,3.740678425227455,0,0,0,0
23X_STS_r2,18,1,['Chr22'],2,2,5760,"[2880, 2880]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,0,0,0,0,0,5760,3.760422483423212,0,0,0,0
23X_STS_r2,19,1,['ChrX'],2,2,161963,"[129598, 32365]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,97233,2,0,0,0,110909,5.044966789537294,0,0,0,0
23X_STS_r2,2,1,['Chr4'],2,2,3980,"[1990, 1990]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,0,0,0,0,0,3980,3.5998830720736876,0,0,0,0
23X_STS_r2,3,2,"['Chr2', 'Chr5']",4,5,10337022,"[5185137, 15432, 95405, 45277, 4995771]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",1,60574,19,1,0,1,10244456,7.0104889014906675,0,0,0,0
23X_STS_r2,4,1,['Chr6'],1,1,864921,[864921],"['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",0,6037,1,0,1,1,864920,5.93697593964367,0,0,0,0
23X_STS_r2,5,1,['Chr8'],2,3,16057728,"[9122593, 25359, 6909776]","['Chr1', 'Chr2', 'Chr3', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr12', 'Chr13', 'Chr20', 'ChrX']",1,38318,2,1,0,1,16053952,7.205581960137808,0,0,0,0
