23X_15q26_overgrowth_r1.1.txt
chr_bin: Chr2-no centromere, path_name: Path3, segment_chr: Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 
chr_bin: Chr2-no centromere, path_name: Path4, segment_chr: Chr2 Chr2 Chr2 
chr_bin: Chr13-multiple centromere: Chr13 Chr13 , path_name: Path25, segment_chr: Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 Chr13 
chr_bin: Chr15-no centromere, path_name: Path28, segment_chr: Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 
chr_bin: Chr15-no centromere, path_name: Path29, segment_chr: Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 Chr15 
(Chr2, 241879153, 242175920, arm_region, 8+)
(Chr14, 104669491, 106873282, arm_region, 64+)
(Chr14, 104669491, 106873282, arm_region, 53+)
(Chr14, 104645780, 104669490, arm_region, 53+)
(Chr14, 97525358, 104645779, arm_region, 52+)
(Chr14, 95311130, 97525357, arm_region, 52+)
(Chr14, 18173524, 95311129, arm_region, 52+)
(Chr14, 16000001, 18173523, acrocentric-centromere, 52+)
(Chr14, 0, 15999999, acrocentric-telomere1, 52+)
(Chr15, 28209724, 101971270, arm_region, 56+)
(Chr15, 19725255, 22113185, arm_region, 54+)
(Chr15, 17052426, 19725254, arm_region, 54+)

23X_1q21_recurrent_microduplication_r1.1.txt
chr_bin: Chr3-multiple centromere: Chr3 Chr6 , path_name: Path6, segment_chr: Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr6 Chr6 Chr6 Chr6 Chr6 
chr_bin: Chr3-no centromere, path_name: Path8, segment_chr: Chr6 Chr6 Chr3 
(Chr4, 176466226, 176467335, arm_region, 23+)
(Chr4, 175411956, 176466225, arm_region, 23+)
(Chr4, 175411956, 176466225, arm_region, 18+)
(Chr4, 175411677, 175411955, arm_region, 18+)
(Chr3, 57599856, 57601739, arm_region, 14+)
(Chr3, 57585231, 57599855, arm_region, 14+)
(Chr3, 55886654, 57585230, arm_region, 14+)
(Chr3, 55880918, 55886653, arm_region, 14+)
(Chr3, 60267751, 60275523, arm_region, 16+)
(Chr3, 60264627, 60267750, arm_region, 16+)
(Chr3, 58453603, 60264626, arm_region, 16+)
(Chr3, 58425813, 58453602, arm_region, 16+)
(Chr3, 58416047, 58425812, arm_region, 16+)
(Chr3, 93655575, 198217553, arm_region, 16+)
(Chr3, 90772459, 93655574, centromere, 16+)
(Chr3, 89262746, 90772458, arm_region, 16+)
(Chr3, 89232295, 89262745, arm_region, 16+)
(Chr3, 88533779, 89230241, arm_region, 15+)
(Chr3, 88532600, 88533778, arm_region, 15+)
(Chr3, 88533779, 89230241, arm_region, 15+)
(Chr3, 88532600, 88533778, arm_region, 15+)
(Chr3, 60275524, 88530475, arm_region, 14+)
(Chr3, 60267751, 60275523, arm_region, 14+)
(Chr3, 58453603, 60264626, arm_region, 13+)
(Chr3, 58416047, 58425812, arm_region, 12+)
(Chr3, 57601740, 58416046, arm_region, 12+)
(Chr3, 57599856, 57601739, arm_region, 12+)
(Chr3, 55886654, 57585230, arm_region, 11+)
(Chr3, 50855070, 55869272, arm_region, 10+)
(Chr6, 139612419, 140916239, arm_region, 22+)
(Chr6, 139612237, 139612418, arm_region, 21+)
(Chr6, 59829935, 139612236, arm_region, 21+)
(Chr6, 58553889, 59829934, centromere, 21+)
(Chr6, 60000, 58553888, arm_region, 21+)
(Chr6, 0, 59999, telomere1, 21+)
(Chr6, 140923009, 170739897, arm_region, 23+)
(Chr6, 140916240, 140923008, arm_region, 23+)
(Chr6, 139612419, 140916239, arm_region, 22+)
(Chr3, 50853237, 50855069, arm_region, 9+)
(Chr3, 17438, 50853235, arm_region, 9+)
(Chr11, 130317616, 132138677, arm_region, 46+)
(Chr11, 132138678, 132145936, arm_region, 31+)
(Chr11, 130317616, 132138677, arm_region, 31+)
(Chr11, 130312712, 130317615, arm_region, 31+)
(Chr16, 59367503, 59377917, arm_region, 58+)
(Chr16, 59355470, 59367502, arm_region, 58+)
(Chr16, 58334173, 59355469, arm_region, 58+)
(Chr16, 58327596, 58334172, arm_region, 58+)
(Chr16, 58241755, 58327595, arm_region, 58+)
(Chr16, 58230290, 58241754, arm_region, 58+)
(Chr16, 58334173, 59355469, arm_region, 41+)
(Chr16, 58241755, 58327595, arm_region, 40+)
(Chr18, 31097443, 31944597, arm_region, 64+)
(Chr18, 31097292, 31097442, arm_region, 64+)
(Chr18, 31944598, 31948791, arm_region, 45+)
(Chr18, 31097443, 31944597, arm_region, 45+)
(Chr21, 27535751, 27681310, arm_region, 74+)
(Chr21, 27528222, 27535750, arm_region, 74+)
(Chr21, 27040077, 27528221, arm_region, 74+)
(Chr21, 27037220, 27040076, arm_region, 74+)
(Chr21, 27035971, 27037219, arm_region, 74+)

23X_22q11-2_distal_deletion_r1.1.txt
chr_bin: Chr6-no centromere, path_name: Path11, segment_chr: Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 
chr_bin: Chr6-no centromere, path_name: Path12, segment_chr: Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 
chr_bin: Chr6-no centromere, path_name: Path13, segment_chr: Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 Chr6 
(Chr1, 34951249, 34953255, arm_region, 2+)
(Chr1, 34947607, 34951248, arm_region, 2+)
(Chr1, 28069083, 34947606, arm_region, 2+)
(Chr1, 28066974, 28069082, arm_region, 2+)
(Chr1, 27962500, 28066973, arm_region, 2+)
(Chr1, 28069083, 34947606, arm_region, 3+)
(Chr6, 118131169, 122855575, arm_region, 19+)
(Chr6, 118130490, 118131168, arm_region, 19+)
(Chr6, 116964464, 118130489, arm_region, 19+)
(Chr6, 169950341, 170737419, arm_region, 23+)
(Chr6, 122860177, 169949785, arm_region, 22+)
(Chr6, 122855576, 122860176, arm_region, 21+)
(Chr6, 118131169, 122855575, arm_region, 21+)
(Chr6, 116964464, 118130489, arm_region, 20+)
(Chr6, 116963578, 116964463, arm_region, 20+)
(Chr6, 81145442, 116963577, arm_region, 19+)
(Chr6, 80353187, 81144424, arm_region, 18+)
(Chr6, 60290031, 80349101, arm_region, 17+)
(Chr6, 59829935, 60288642, arm_region, 16+)
(Chr6, 59282244, 59829934, arm_region, 16+)
(Chr6, 36976632, 58445657, arm_region, 15+)
(Chr6, 32633339, 36976631, arm_region, 14+)
(Chr6, 76216, 32633338, arm_region, 13+)
(Chr6, 122855576, 122860176, arm_region, 21+)
(Chr6, 118131169, 122855575, arm_region, 21+)
(Chr6, 116964464, 118130489, arm_region, 20+)
(Chr6, 116963578, 116964463, arm_region, 20+)
(Chr6, 80353187, 81144424, arm_region, 18+)
(Chr11, 45358236, 45359206, arm_region, 37+)
(Chr11, 45307715, 45358235, arm_region, 37+)
(Chr11, 45304392, 45307714, arm_region, 37+)
(Chr11, 36310303, 45304391, arm_region, 37+)
(Chr11, 36275571, 36310302, arm_region, 37+)
(Chr11, 36253968, 36275570, arm_region, 37+)
(Chr18, 36266565, 36272174, arm_region, 58+)
(Chr18, 35903802, 36266564, arm_region, 58+)
(Chr18, 35901749, 35903801, arm_region, 58+)
(Chr18, 35129841, 35901748, arm_region, 58+)
(Chr18, 35128729, 35129840, arm_region, 58+)
(Chr18, 35082033, 35128728, arm_region, 58+)
(Chr18, 31471086, 35082032, arm_region, 57+)
(Chr18, 31468224, 31471085, arm_region, 57+)
(Chr18, 31471086, 35082032, arm_region, 57+)
(Chr18, 31468224, 31471085, arm_region, 57+)
(Chr18, 31464836, 31468223, arm_region, 56+)
(Chr18, 27121236, 31464835, arm_region, 56+)
(Chr18, 27120448, 27121235, arm_region, 56+)
(Chr18, 27065338, 27120447, arm_region, 56+)

23Y_Potocki_Shaffer_r2.1.txt
chr_bin: Chr2-multiple centromere: Chr2 Chr2 , path_name: Path3, segment_chr: Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 
chr_bin: Chr7-no centromere, path_name: Path9, segment_chr: Chr5 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 
chr_bin: Chr7-multiple centromere: Chr7 Chr8 , path_name: Path11, segment_chr: Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr7 Chr5 Chr5 Chr5 Chr7 Chr7 Chr7 Chr5 Chr5 Chr5 Chr5 Chr8 Chr8 Chr8 Chr8 Chr8 
(Chr2, 10000, 9332251, arm_region, 5+)
(Chr2, 94090558, 242181357, arm_region, 6+)
(Chr2, 92188146, 94090557, centromere, 6+)
(Chr2, 77217211, 92188145, arm_region, 6+)
(Chr2, 67894959, 77217210, arm_region, 6+)
(Chr2, 9334522, 67894958, arm_region, 6+)
(Chr3, 17438, 2933328, arm_region, 10+)
(Chr3, 10000, 17437, arm_region, 10+)
(Chr7, 48623573, 48718074, arm_region, 37+)
(Chr7, 48619966, 48623572, arm_region, 37+)
(Chr7, 46823767, 48619965, arm_region, 37+)
(Chr7, 46787012, 46823766, arm_region, 37+)
(Chr7, 46774147, 46787011, arm_region, 37+)
(Chr5, 125666048, 125666565, arm_region, 25+)
(Chr5, 125562596, 125666047, arm_region, 25+)
(Chr5, 125561961, 125562595, arm_region, 25+)
(Chr5, 124661011, 125561960, arm_region, 25+)
(Chr5, 124660358, 124661010, arm_region, 25+)
(Chr5, 124559071, 124660357, arm_region, 25+)
(Chr7, 25827251, 25849331, arm_region, 35+)
(Chr7, 25806907, 25827250, arm_region, 35+)
(Chr7, 18242595, 25806906, arm_region, 35+)
(Chr7, 18241163, 18242594, arm_region, 35+)
(Chr7, 17942844, 18241162, arm_region, 35+)
(Chr7, 17941277, 17942843, arm_region, 35+)
(Chr7, 92426742, 92427407, arm_region, 41+)
(Chr7, 89872314, 92426741, arm_region, 41+)
(Chr7, 89869356, 89872313, arm_region, 41+)
(Chr5, 132326227, 181466351, arm_region, 19+)
(Chr5, 132324108, 132326226, arm_region, 19+)
(Chr7, 56248129, 56250981, arm_region, 33+)
(Chr7, 48718525, 56248128, arm_region, 33+)
(Chr7, 48718075, 48718524, arm_region, 32+)
(Chr7, 48623573, 48718074, arm_region, 32+)
(Chr7, 46823767, 48619965, arm_region, 31+)
(Chr7, 46774147, 46787011, arm_region, 30+)
(Chr7, 25849332, 46774146, arm_region, 30+)
(Chr7, 25827251, 25849331, arm_region, 30+)
(Chr7, 18242595, 25806906, arm_region, 29+)
(Chr7, 17942844, 18241162, arm_region, 28+)
(Chr7, 17941277, 17942843, arm_region, 27+)
(Chr7, 12916, 17941276, arm_region, 27+)
(Chr7, 18242595, 25806906, arm_region, 29+)
(Chr7, 17942844, 18241162, arm_region, 28+)
(Chr7, 100706619, 159329464, arm_region, 38+)
(Chr7, 92427408, 96011595, arm_region, 36+)
(Chr7, 92426742, 92427407, arm_region, 36+)
(Chr7, 89869356, 89872313, arm_region, 34+)
(Chr7, 60828235, 89869355, arm_region, 34+)
(Chr7, 58169654, 60828234, centromere, 34+)
(Chr7, 56250982, 58169653, arm_region, 34+)
(Chr7, 56248129, 56250981, arm_region, 33+)
(Chr7, 48718525, 56248128, arm_region, 33+)
(Chr7, 46823767, 48619965, arm_region, 31+)
(Chr5, 125562596, 125666047, arm_region, 17+)
(Chr5, 124661011, 125561960, arm_region, 16+)
(Chr5, 124559071, 124660357, arm_region, 15+)
(Chr5, 124558736, 124559070, arm_region, 15+)
(Chr5, 101933389, 124558735, arm_region, 14+)
(Chr5, 101929011, 101933387, arm_region, 14+)
(Chr8, 99138453, 107155857, arm_region, 40+)
(Chr8, 99136677, 99138452, arm_region, 39+)
(Chr8, 45877266, 99136676, arm_region, 39+)
(Chr8, 44033745, 45877265, centromere, 39+)
(Chr8, 60000, 44033744, arm_region, 39+)
(Chr8, 0, 59999, telomere1, 39+)
(Chr10, 63071227, 67303186, arm_region, 53+)
(Chr10, 63068473, 63071226, arm_region, 53+)
(Chr10, 46991593, 48060267, arm_region, 44+)
(Chr10, 67303187, 67308581, arm_region, 46+)
(Chr10, 63071227, 67303186, arm_region, 46+)
(Chr6, 154286049, 154453377, arm_region, 32+)
(Chr6, 154277481, 154286048, arm_region, 32+)
(Chr6, 148707709, 154277480, arm_region, 32+)
(Chr6, 148706775, 148707708, arm_region, 32+)
(Chr6, 148570170, 148706774, arm_region, 32+)
(Chr6, 148559148, 148570169, arm_region, 32+)
(Chr20, 43211548, 43406574, arm_region, 79+)
(Chr20, 43201256, 43211547, arm_region, 79+)
(Chr20, 38937748, 43201255, arm_region, 79+)
(Chr20, 38913103, 38937747, arm_region, 79+)
(Chr20, 38709037, 38913102, arm_region, 79+)
(Chr20, 38708903, 38709036, arm_region, 79+)

23X_22q11-2_distal_deletion_r2.1.txt
chr_bin: Chr21-multiple centromere: Chr1 Chr21 , path_name: Path2, segment_chr: Chr1 Chr1 Chr1 Chr21 Chr21 Chr21 Chr21 Chr21 Chr21 
chr_bin: Chr1-no centromere, path_name: Path4, segment_chr: Chr21 Chr21 Chr1 Chr1 
chr_bin: Chr3-no centromere, path_name: Path7, segment_chr: Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 
chr_bin: Chr3-no centromere, path_name: Path8, segment_chr: Chr3 Chr3 
chr_bin: Chr17-no centromere, path_name: Path35, segment_chr: Chr17 Chr17 Chr17 Chr17 Chr17 Chr17 Chr17 Chr17 
chr_bin: Chr17-no centromere, path_name: Path36, segment_chr: Chr17 Chr17 Chr17 Chr17 Chr17 Chr17 Chr17 Chr17 
chr_bin: Chr17-no centromere, path_name: Path37, segment_chr: Chr17 Chr17 Chr17 Chr17 Chr17 Chr17 Chr17 
(Chr3, 145706242, 198230596, arm_region, 10+)
(Chr3, 144392509, 145704202, arm_region, 9+)
(Chr3, 93655575, 144382183, arm_region, 8+)
(Chr3, 91946512, 93655574, arm_region, 8+)
(Chr3, 90772459, 91532638, arm_region, 7+)
(Chr3, 17438, 90772458, arm_region, 7+)
(Chr4, 75758786, 75768526, arm_region, 13+)
(Chr4, 75631849, 75758785, arm_region, 13+)
(Chr4, 75615908, 75631848, arm_region, 13+)
(Chr4, 73192019, 75615907, arm_region, 13+)
(Chr4, 73188057, 73192018, arm_region, 13+)
(Chr4, 73089061, 73188056, arm_region, 13+)
(Chr10, 67845794, 75826155, arm_region, 35+)
(Chr10, 67844337, 67845793, arm_region, 35+)
(Chr10, 46991593, 48060267, arm_region, 30+)
(Chr10, 75826156, 75826591, arm_region, 32+)
(Chr10, 67845794, 75826155, arm_region, 32+)
(Chr11, 6091460, 6092014, arm_region, 37+)
(Chr11, 6076011, 6091459, arm_region, 37+)
(Chr11, 2089629, 6076010, arm_region, 37+)
(Chr11, 2079651, 2089628, arm_region, 37+)
(Chr11, 62233, 2079650, arm_region, 37+)
(Chr11, 60000, 62232, arm_region, 37+)
(Chr17, 78192672, 83240673, arm_region, 50+)
(Chr17, 38157113, 78190794, arm_region, 49+)
(Chr17, 26885981, 38157112, arm_region, 48+)
(Chr17, 26692353, 26885980, arm_region, 48+)
(Chr17, 25919735, 26677670, arm_region, 47+)
(Chr17, 22042418, 22732567, arm_region, 46+)
(Chr17, 21708555, 21848535, arm_region, 45+)
(Chr17, 66653, 21692279, arm_region, 44+)
(Chr1, 125184588, 248943333, arm_region, 2+)
(Chr1, 122026460, 125184587, centromere, 2+)
(Chr1, 93726955, 122026459, arm_region, 2+)
(Chr1, 93719320, 93726953, arm_region, 2+)
(Chr21, 25290422, 25290980, arm_region, 55+)
(Chr21, 16536852, 25290421, arm_region, 55+)
(Chr21, 16536771, 16536851, arm_region, 55+)
(Chr21, 12915809, 16536770, arm_region, 54+)
(Chr21, 10864561, 12915808, acrocentric-centromere, 54+)
(Chr21, 5010000, 10864559, acrocentric, 54+)
(Chr21, 0, 5009999, acrocentric-telomere1, 54+)
(Chr21, 25290981, 46697230, arm_region, 56+)
(Chr21, 25290422, 25290980, arm_region, 55+)
(Chr21, 16536852, 25290421, arm_region, 55+)
(Chr21, 16536771, 16536851, arm_region, 55+)
(Chr1, 10000, 93719319, arm_region, 1+)
(Chr1, 0, 9999, telomere1, 1+)

23Y_CMT1A_r2.1.txt
chr_bin: Chr1-no centromere, path_name: Path5, segment_chr: Chr1 
chr_bin: Chr17-multiple centromere: Chr3 Chr17 , path_name: Path9, segment_chr: Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr3 Chr17 Chr17 Chr17 Chr17 Chr17 Chr17 
chr_bin: Chr3-no centromere, path_name: Path11, segment_chr: Chr17 Chr17 Chr3 
chr_bin: Chr5-no centromere, path_name: Path14, segment_chr: Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 
chr_bin: Chr5-no centromere, path_name: Path17, segment_chr: Chr8 Chr8 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 Chr5 
chr_bin: Chr10-no centromere, path_name: Path26, segment_chr: Chr10 Chr10 Chr10 Chr10 
chr_bin: Chr13-no centromere, path_name: Path29, segment_chr: Chr13 Chr13 Chr13 Chr13 
chr_bin: Chr13-no centromere, path_name: Path30, segment_chr: Chr13 Chr13 Chr13 
(Chr6, 9595810, 9600168, arm_region, 27+)
(Chr6, 9481888, 9595809, arm_region, 27+)
(Chr6, 9480105, 9481887, arm_region, 27+)
(Chr6, 5729124, 9480104, arm_region, 27+)
(Chr6, 5722518, 5729123, arm_region, 27+)
(Chr6, 5625045, 5722517, arm_region, 27+)
(Chr8, 116833879, 145074239, arm_region, 47+)
(Chr8, 116833332, 116833878, arm_region, 46+)
(Chr8, 111577561, 116833331, arm_region, 46+)
(Chr8, 111577191, 111577560, arm_region, 46+)
(Chr5, 135963322, 171227591, arm_region, 26+)
(Chr5, 135951613, 135963321, arm_region, 26+)
(Chr5, 135594304, 135951612, arm_region, 25+)
(Chr5, 128036247, 135592864, arm_region, 24+)
(Chr5, 97165388, 128026170, arm_region, 23+)
(Chr5, 88772388, 97162715, arm_region, 22+)
(Chr5, 71035565, 88767832, arm_region, 21+)
(Chr5, 70229311, 71033041, arm_region, 20+)
(Chr5, 50059808, 70223363, arm_region, 19+)
(Chr5, 49709239, 50059807, arm_region, 19+)
(Chr5, 46485901, 49668515, arm_region, 18+)
(Chr5, 46421476, 46485900, arm_region, 18+)
(Chr5, 288115, 46400789, arm_region, 17+)
(Chr5, 128036247, 135592864, arm_region, 24+)
(Chr5, 135594304, 135951612, arm_region, 25+)
(Chr5, 128036247, 135592864, arm_region, 24+)
(Chr5, 97165388, 128026170, arm_region, 23+)
(Chr5, 88772388, 97162715, arm_region, 22+)
(Chr5, 71035565, 88767832, arm_region, 21+)
(Chr5, 70229311, 71033041, arm_region, 20+)
(Chr5, 50059808, 70223363, arm_region, 19+)
(Chr5, 49709239, 50059807, arm_region, 19+)
(Chr5, 46485901, 49668515, arm_region, 18+)
(Chr5, 46421476, 46485900, arm_region, 18+)
(Chr5, 288115, 46400789, arm_region, 17+)
(Chr5, 19924, 269655, arm_region, 16+)
(Chr10, 2992899, 3128104, arm_region, 46+)
(Chr10, 2991119, 2992898, arm_region, 46+)
(Chr10, 319990, 2991118, arm_region, 46+)
(Chr10, 314276, 319989, arm_region, 46+)
(Chr10, 19074, 314275, arm_region, 46+)
(Chr10, 10000, 19073, arm_region, 46+)
(Chr10, 319990, 2991118, arm_region, 50+)
(Chr10, 19074, 314275, arm_region, 49+)
(Chr1, 243866244, 248943333, arm_region, 4+)
(Chr1, 243861134, 243866243, arm_region, 4+)
(Chr13, 27506393, 114350910, arm_region, 60+)
(Chr13, 18051249, 25091390, arm_region, 58+)
(Chr13, 16010361, 18051248, arm_region, 58+)
(Chr3, 84807757, 84892897, arm_region, 13+)
(Chr3, 84799610, 84807756, arm_region, 13+)
(Chr3, 82350953, 84799609, arm_region, 13+)
(Chr3, 82343343, 82350952, arm_region, 13+)
(Chr3, 82126546, 82343342, arm_region, 13+)
(Chr3, 82125335, 82126545, arm_region, 13+)
(Chr3, 93655575, 198217553, arm_region, 11+)
(Chr3, 90772459, 93655574, centromere, 11+)
(Chr3, 84900321, 90772458, arm_region, 11+)
(Chr3, 84892898, 84900320, arm_region, 10+)
(Chr3, 84807757, 84892897, arm_region, 10+)
(Chr3, 82350953, 84799609, arm_region, 9+)
(Chr3, 82350953, 84799609, arm_region, 9+)
(Chr3, 82126546, 82343342, arm_region, 8+)
(Chr3, 82125335, 82126545, arm_region, 7+)
(Chr3, 25752737, 82125334, arm_region, 7+)
(Chr3, 25750894, 25752735, arm_region, 7+)
(Chr17, 68423038, 70463096, arm_region, 67+)
(Chr17, 68413974, 68423037, arm_region, 66+)
(Chr17, 26885981, 68413973, arm_region, 66+)
(Chr17, 22813680, 26885980, centromere, 66+)
(Chr17, 15567590, 22813679, arm_region, 66+)
(Chr17, 15516727, 15567589, arm_region, 66+)
(Chr17, 14194598, 15506777, arm_region, 65+)
(Chr17, 14194344, 14194597, arm_region, 65+)
(Chr17, 70073, 14184048, arm_region, 64+)
(Chr17, 70466399, 83240673, arm_region, 68+)
(Chr17, 70463097, 70466398, arm_region, 68+)
(Chr17, 68423038, 70463096, arm_region, 67+)
(Chr3, 17438, 25750893, arm_region, 6+)

23X_Cri_du_Chat_r2.1.txt
chr_bin: Chr10-no centromere, path_name: Path19, segment_chr: Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 
chr_bin: Chr11-no centromere, path_name: Path20, segment_chr: Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr10 Chr11 Chr11 Chr11 
chr_bin: Chr15-no centromere, path_name: Path29, segment_chr: Chr15 Chr15 Chr15 Chr15 
chr_bin: Chr15-no centromere, path_name: Path30, segment_chr: Chr15 Chr15 Chr15 Chr15 Chr15 
(Chr1, 183234033, 186070100, arm_region, 5+)
(Chr1, 186070101, 186072906, arm_region, 4+)
(Chr1, 183234033, 186070100, arm_region, 4+)
(Chr1, 183231151, 183234032, arm_region, 4+)
(Chr6, 11696632, 19737827, arm_region, 24+)
(Chr6, 19737828, 19737966, arm_region, 20+)
(Chr6, 11696632, 19737827, arm_region, 20+)
(Chr6, 11696314, 11696631, arm_region, 20+)
(Chr7, 139601160, 139764998, arm_region, 29+)
(Chr7, 139597453, 139601159, arm_region, 29+)
(Chr7, 133839625, 139597452, arm_region, 29+)
(Chr7, 139764999, 139782949, arm_region, 24+)
(Chr7, 139601160, 139764998, arm_region, 24+)
(Chr7, 133839625, 139597452, arm_region, 23+)
(Chr7, 133838972, 133839624, arm_region, 23+)
(Chr10, 125350349, 125828589, arm_region, 44+)
(Chr10, 125350279, 125350347, arm_region, 42+)
(Chr10, 122194014, 125350278, arm_region, 42+)
(Chr10, 122177956, 122194013, arm_region, 42+)
(Chr10, 122161504, 122177955, arm_region, 42+)
(Chr10, 120400468, 122161503, arm_region, 41+)
(Chr10, 120399824, 120400467, arm_region, 41+)
(Chr10, 132151855, 133778994, arm_region, 46+)
(Chr10, 126213157, 132148913, arm_region, 45+)
(Chr10, 126198626, 126213156, arm_region, 45+)
(Chr10, 125829449, 126177481, arm_region, 44+)
(Chr10, 125828590, 125829448, arm_region, 43+)
(Chr10, 125350349, 125828589, arm_region, 43+)
(Chr10, 125350279, 125350347, arm_region, 43+)
(Chr10, 122194014, 125350278, arm_region, 42+)
(Chr10, 122161504, 122177955, arm_region, 41+)
(Chr10, 120400468, 122161503, arm_region, 41+)
(Chr10, 48060268, 120371010, arm_region, 40+)
(Chr10, 46587117, 46991592, arm_region, 38+)
(Chr10, 41593522, 46587116, arm_region, 37+)
(Chr10, 40723428, 41593521, arm_region, 37+)
(Chr10, 38407310, 39607821, arm_region, 36+)
(Chr10, 22667412, 38404809, arm_region, 35+)
(Chr10, 22666144, 22666592, arm_region, 34+)
(Chr10, 17398327, 22666143, arm_region, 34+)
(Chr10, 17322995, 17398326, arm_region, 34+)
(Chr10, 301374, 17320392, arm_region, 33+)
(Chr10, 122161504, 122177955, arm_region, 41+)
(Chr10, 120400468, 122161503, arm_region, 41+)
(Chr10, 125828590, 125829448, arm_region, 43+)
(Chr10, 125350349, 125828589, arm_region, 43+)
(Chr10, 125350279, 125350347, arm_region, 43+)
(Chr10, 122194014, 125350278, arm_region, 42+)
(Chr10, 125829449, 126177481, arm_region, 44+)
(Chr10, 125828590, 125829448, arm_region, 43+)
(Chr10, 125350349, 125828589, arm_region, 43+)
(Chr10, 125350279, 125350347, arm_region, 43+)
(Chr10, 122194014, 125350278, arm_region, 42+)
(Chr10, 125829449, 126177481, arm_region, 44+)
(Chr10, 125828590, 125829448, arm_region, 43+)
(Chr10, 125350349, 125828589, arm_region, 43+)
(Chr10, 125350279, 125350347, arm_region, 43+)
(Chr10, 122194014, 125350278, arm_region, 42+)
(Chr10, 125829449, 126177481, arm_region, 44+)
(Chr10, 125828590, 125829448, arm_region, 43+)
(Chr10, 125350349, 125828589, arm_region, 43+)
(Chr10, 125350279, 125350347, arm_region, 43+)
(Chr11, 23955557, 26128152, arm_region, 48+)
(Chr11, 23954724, 23955556, arm_region, 48+)
(Chr11, 60000, 23954723, arm_region, 47+)
(Chr11, 0, 59999, telomere1, 47+)
(Chr10, 46991593, 48060267, arm_region, 39+)
(Chr15, 101971271, 101981188, arm_region, 61+)
(Chr15, 101622225, 101971270, arm_region, 61+)
(Chr15, 101609127, 101622224, arm_region, 61+)
(Chr15, 92594001, 101609126, arm_region, 61+)
(Chr15, 92591807, 92594000, arm_region, 61+)
(Chr15, 92304122, 92591806, arm_region, 61+)
(Chr15, 101622225, 101971270, arm_region, 55+)
(Chr15, 92594001, 101609126, arm_region, 54+)
(Chr15, 92594001, 101609126, arm_region, 54+)
(Chr15, 92304122, 92591806, arm_region, 53+)
(Chr15, 67420380, 92304121, arm_region, 53+)
(Chr15, 57743312, 67420379, arm_region, 53+)
(Chr15, 19725255, 57743311, arm_region, 53+)
(Chr15, 17052426, 19725254, arm_region, 53+)

23Y_NF1_microdeletion_r1.1.txt
chr_bin: Chr4-multiple centromere: Chr2 Chr4 , path_name: Path8, segment_chr: Chr5 Chr5 Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 Chr2 Chr4 Chr4 Chr4 Chr4 Chr4 Chr4 
chr_bin: Chr4-no centromere, path_name: Path10, segment_chr: Chr4 Chr2 Chr2 Chr2 Chr2 
chr_bin: Chr12-no centromere, path_name: Path27, segment_chr: Chr12 
(Chr6, 67566181, 71789830, arm_region, 37+)
(Chr6, 135491219, 135491905, arm_region, 41+)
(Chr6, 135433345, 135491218, arm_region, 41+)
(Chr6, 135425965, 135433344, arm_region, 41+)
(Chr6, 135151612, 135425964, arm_region, 41+)
(Chr6, 132589795, 135151611, arm_region, 40+)
(Chr6, 132587517, 132589794, arm_region, 39+)
(Chr6, 132568488, 132587516, arm_region, 39+)
(Chr6, 125754834, 132568487, arm_region, 39+)
(Chr6, 125741948, 125754833, arm_region, 39+)
(Chr6, 125729561, 125741947, arm_region, 39+)
(Chr6, 71789831, 71790937, arm_region, 33+)
